x,y
-2.77,1
12.02,1
-6.47,1
0.92,1
17.56,1
-7.40,1
5.55,1
6.47,1
13.87,1
16.64,1
2.77,1
6.47,1
-0.00,1
-1.85,1
4.62,1
-9.24,1
-7.40,1
2.77,1
7.40,1
2.77,1
12.02,1
-17.56,1
15.72,1
-17.56,1
-21.26,1
-0.92,1
-21.26,1
-1.85,1
-29.58,1
11.09,1
7.40,1
-11.09,1
-13.87,1
-0.00,1
9.24,1
2.77,1
1.85,1
16.64,1
16.64,1
-2.77,1
-23.11,1
-36.98,1
-14.79,1
23.11,1
12.02,1
-28.66,1
0.92,1
-12.94,1
-12.02,1
15.72,1
-2.77,1
1.85,1
0.92,1
-0.92,1
-0.92,1
-22.19,1
3.70,1
1.85,1
16.64,1
-11.09,1
8.32,1
18.49,1
-22.19,1
-23.11,1
-2.77,1
-12.02,1
-14.79,1
-1.85,1
17.56,1
-13.87,1
-13.87,1
-1.85,1
3.70,1
-5.55,1
-10.17,1
9.24,1
-7.40,1
13.87,1
6.47,1
36.98,1
-13.87,1
8.32,1
-5.55,1
-6.47,1
-12.02,1
6.47,1
7.40,1
-7.40,1
18.49,1
3.70,1
-13.87,1
-7.40,1
19.41,1
-7.40,1
-12.94,1
21.26,1
-6.47,1
-11.09,1
-8.32,1
2.77,1
6.47,1
-12.02,1
11.09,1
25.88,1
-3.70,1
-24.04,1
-4.62,1
-5.55,1
-24.04,1
-12.94,1
0.00,1
-21.26,1
1.85,1
14.79,1
35.13,1
8.32,1
2.77,1
-4.62,1
-0.92,1
17.56,1
15.72,1
-15.72,1
7.40,1
-6.47,1
40.67,1
-0.92,1
-19.41,1
-15.72,1
-12.02,1
0.92,1
2.77,1
-25.88,1
35.13,1
11.09,1
-27.73,1
-15.72,1
29.58,1
-33.28,1
-8.32,1
-2.77,1
-21.26,1
-5.55,1
2.77,1
10.17,1
-6.47,1
15.72,1
13.87,1
24.04,1
13.87,1
-2.77,1
3.70,1
-1.85,1
-0.92,1
6.47,1
-20.34,1
12.94,1
-14.79,1
-12.94,1
-5.55,1
5.55,1
14.79,1
-27.73,1
9.24,1
-0.00,1
30.51,1
7.40,1
-28.66,1
14.79,1
-23.11,1
-9.24,1
1.85,1
5.55,1
-2.77,1
5.55,1
-8.32,1
22.19,1
24.04,1
-7.40,1
-16.64,1
-24.04,1
7.40,1
3.70,1
-1.85,1
-7.40,1
-0.00,1
-34.20,1
1.85,1
-31.43,1
-2.77,1
-25.88,1
-3.70,1
16.64,1
-3.70,1
-10.17,1
-9.24,1
0.92,1
-14.79,1
12.02,1
-10.17,1
-3.70,1
8.32,1
-21.26,1
17.56,1
-12.94,1
0.92,1
32.35,1
16.64,1
-9.24,1
15.72,1
-10.17,1
5.55,1
2.77,1
0.92,1
4.62,1
12.02,1
-12.02,1
-5.55,1
0.92,1
8.32,1
5.55,1
-19.41,1
21.26,1
19.41,1
24.04,1
10.17,1
11.09,1
-1.85,1
10.17,1
4.62,1
-26.81,1
-17.56,1
-0.92,1
6.47,1
22.19,1
0.92,1
1.85,1
-5.55,1
-2.77,1
2.77,1
9.24,1
-18.49,1
12.02,1
15.72,1
-15.72,1
1.85,1
3.70,1
4.62,1
-3.70,1
-12.02,1
8.32,1
12.02,1
-6.47,1
31.43,1
-32.35,1
-12.94,1
-16.64,1
16.64,1
1.85,1
29.58,1
5.55,1
3.70,1
-7.40,1
6.47,1
3.70,1
-24.96,1
-31.43,1
14.79,1
-10.17,1
-9.24,1
21.26,1
-33.28,1
-24.96,1
-10.17,1
-11.09,1
35.13,1
-2.77,1
-5.55,1
1.85,1
-31.43,1
-0.92,1
29.58,1
11.09,1
-14.79,1
-16.64,1
-31.43,1
-20.34,1
-10.17,1
-8.32,1
-12.94,1
-14.79,1
-0.92,1
-18.49,1
-4.62,1
23.11,1
16.64,1
17.56,1
10.17,1
-14.79,1
1.85,1
-2.77,1
-10.17,1
0.00,1
-7.40,1
8.32,1
-20.34,1
9.24,1
-12.94,1
-2.77,1
24.04,1
14.79,1
2.77,1
-19.41,1
23.11,1
14.79,1
-23.11,1
-22.19,1
6.47,1
9.24,1
-20.34,1
12.94,1
-5.55,1
11.09,1
-12.94,1
24.04,1
-27.73,1
-7.40,1
15.72,1
3.70,1
-22.19,1
-0.92,1
9.24,1
7.40,1
-1.85,1
-17.56,1
15.72,1
19.41,1
2.77,1
-6.47,1
27.73,1
9.24,1
-14.79,1
-22.19,1
-27.73,1
7.40,1
-4.62,1
-6.47,1
11.09,1
7.40,1
14.79,1
-18.49,1
-25.88,1
8.32,1
-14.79,1
19.41,1
10.17,1
6.47,1
-9.24,1
11.09,1
0.92,1
3.70,1
7.40,1
3.70,1
-4.62,1
-12.02,1
0.92,1
18.49,1
-25.88,1
-7.40,1
19.41,1
1.85,1
0.92,1
-14.79,1
10.17,1
-21.26,1
-26.81,1
32.35,1
23.11,1
2.77,1
12.94,1
6.47,1
-3.70,1
11.09,1
8.32,1
37.90,1
-2.77,1
-15.72,1
-11.09,1
2.77,1
28.66,1
-0.00,1
25.88,1
2.77,1
9.24,1
-6.47,1
3.70,1
4.62,1
-3.70,1
15.72,1
-20.34,1
4.62,1
-4.62,1
3.70,1
-5.55,1
-2.77,1
8.32,1
-7.40,1
-24.04,1
3.70,1
-22.19,1
-13.87,1
-3.70,1
12.94,1
19.41,1
17.56,1
3.70,1
-13.87,1
-33.28,1
28.66,1
-19.41,1
12.94,1
14.79,1
-5.55,1
-26.81,1
-1.85,1
-12.94,1
7.40,1
9.24,1
-1.85,1
12.94,1
32.35,1
4.62,1
-10.17,1
-21.26,1
-12.94,1
-2.77,1
-0.92,1
12.94,1
-11.09,1
19.41,1
11.09,1
12.94,1
-18.49,1
0.00,1
-10.17,1
-10.17,1
26.81,1
-5.55,1
-2.77,1
3.70,1
5.55,1
22.19,1
22.19,1
-18.49,1
-0.92,1
-16.64,1
-3.70,1
-1.85,1
44.37,1
21.26,1
17.56,1
-6.47,1
6.47,1
-19.41,1
-1.85,1
-5.55,1
22.19,1
-17.56,1
7.40,1
-0.00,1
-9.24,1
-4.62,1
16.64,1
-5.55,1
4.62,1
9.24,1
-5.55,1
0.00,1
-18.49,1
-5.55,1
-23.11,1
10.17,1
14.79,1
0.92,1
0.00,1
2.77,1
-12.02,1
-21.26,1
6.47,1
-0.92,1
1.85,1
12.02,1
-32.35,1
-14.79,1
17.56,1
5.55,1
6.47,1
1.85,1
0.92,1
-21.26,1
-0.92,1
-0.00,1
12.94,1
-3.70,1
11.09,1
-31.43,1
-35.13,1
-6.47,1
7.40,1
8.32,1
4.62,1
-14.79,1
-15.72,1
-16.64,1
-10.17,1
0.92,1
11.09,1
21.26,1
12.02,1
-3.70,1
-36.98,1
-10.17,1
-2.77,1
24.96,1
-34.20,1
18.49,1
-12.94,1
-16.64,1
1.85,1
14.79,1
-6.47,1
19.41,1
-1.85,1
23.11,1
-26.81,1
17.56,1
1.85,1
-5.55,1
1.85,1
-3.70,1
-14.79,1
4.62,1
-12.94,1
-19.41,1
6.47,1
31.43,1
10.17,1
15.72,1
7.40,1
3.70,1
-0.92,1
0.92,1
21.26,1
-33.28,1
1.85,1
12.02,1
-12.94,1
6.47,1
6.47,1
-33.28,1
-17.56,1
24.96,1
-6.47,1
-32.35,1
1.85,1
-28.66,1
0.92,1
13.87,1
2.77,1
0.92,1
12.94,1
-13.87,1
-0.92,1
11.09,1
7.40,1
-7.40,1
-23.11,1
-12.94,1
-15.72,1
0.92,1
-5.55,1
-0.92,1
-14.79,1
-3.70,1
-24.96,1
0.92,1
-0.92,1
-0.92,1
7.40,1
-1.85,1
4.62,1
-3.70,1
-12.94,1
-5.55,1
2.77,1
-11.09,1
13.87,1
12.94,1
7.40,1
9.24,1
-19.41,1
3.70,1
-15.72,1
-0.92,1
9.24,1
-2.77,1
12.94,1
-13.87,1
24.96,1
-0.00,1
-16.64,1
3.70,1
15.72,1
-22.19,1
15.72,1
21.26,1
-6.47,1
11.09,1
11.09,1
17.56,1
-0.92,1
-30.51,1
24.04,1
-15.72,1
1.85,1
-2.77,1
-25.88,1
-1.85,1
-12.02,1
25.88,1
-6.47,1
-10.17,1
8.32,1
1.85,1
-1.85,1
-2.77,1
-7.40,1
14.79,1
18.49,1
-4.62,1
-25.88,1
3.70,1
-22.19,1
1.85,1
45.30,1
-18.49,1
-6.47,1
1.85,1
19.41,1
-39.75,1
7.40,1
15.72,1
8.32,1
1.85,1
-8.32,1
7.40,1
6.47,1
2.77,1
-15.72,1
-7.40,1
1.85,1
-4.62,1
10.17,1
20.34,1
-26.81,1
-7.40,1
34.20,1
5.55,1
-13.87,1
-0.92,1
8.32,1
7.40,1
6.47,1
-4.62,1
-10.17,1
-12.02,1
-15.72,1
7.40,1
1.85,1
-13.87,1
-20.34,1
-0.92,1
4.62,1
1.85,1
12.94,1
-2.77,1
35.13,1
2.77,1
4.62,1
-8.32,1
-20.34,1
-1.85,1
12.02,1
-10.17,1
-2.77,1
4.62,1
-12.02,1
8.32,1
4.62,1
-6.47,1
-2.77,1
-1.85,1
-24.04,1
0.92,1
36.05,1
12.94,1
-41.60,1
-11.09,1
-2.77,1
1.85,1
6.47,1
-0.92,1
1.85,1
-10.17,1
25.88,1
-2.77,1
16.64,1
24.04,1
-19.41,1
6.47,1
-31.43,1
1.85,1
2.77,1
18.49,1
14.79,1
14.79,1
-10.17,1
15.72,1
-3.70,1
-2.77,1
-13.87,1
20.34,1
-5.55,1
-15.72,1
10.17,1
12.02,1
12.94,1
-7.40,1
-13.87,1
-3.70,1
10.17,1
15.72,1
-6.47,1
21.26,1
-5.55,1
21.26,1
8.32,1
11.09,1
6.47,1
11.09,1
-5.55,1
16.64,1
2.77,1
13.87,1
-10.17,1
-2.77,1
-12.94,1
15.72,1
1.85,1
-0.00,1
3.70,1
-36.05,1
-9.24,1
25.88,1
-11.09,1
13.87,1
27.73,1
-20.34,1
3.70,1
2.77,1
0.92,1
5.55,1
-22.19,1
26.81,1
-8.32,1
-4.62,1
-10.17,1
16.64,1
-27.73,1
2.77,1
37.90,1
-11.09,1
9.24,1
2.77,1
-35.13,1
-1.85,1
-17.56,1
-10.17,1
-7.40,1
11.09,1
21.26,1
-32.35,1
2.77,1
4.62,1
-15.72,1
14.79,1
-25.88,1
20.34,1
-0.92,1
14.79,1
-11.09,1
18.49,1
-0.92,1
9.24,1
7.40,1
-10.17,1
-3.70,1
-16.64,1
8.32,1
-5.55,1
6.47,1
-12.02,1
-4.62,1
-0.92,1
13.87,1
-8.32,1
-12.02,1
1.85,1
-1.85,1
14.79,1
-22.19,1
4.62,1
1.85,1
-11.09,1
14.79,1
14.79,1
-10.17,1
8.32,1
11.09,1
-23.11,1
-7.40,1
-8.32,1
12.02,1
-6.47,1
-7.40,1
19.41,1
-1.85,1
-0.92,1
31.43,1
-20.34,1
16.64,1
-21.26,1
10.17,1
-6.47,1
19.41,1
26.81,1
-14.79,1
20.34,1
-0.92,1
22.19,1
9.24,1
-12.02,1
16.64,1
25.88,1
-9.24,1
5.55,1
25.88,1
4.62,1
-3.70,1
6.47,1
13.87,1
-19.41,1
-5.55,1
0.00,1
-2.77,1
16.64,1
12.94,1
-1.85,1
-4.62,1
6.47,1
-15.72,1
2.77,1
31.43,1
-4.62,1
-3.70,1
14.79,1
11.09,1
-9.24,1
35.13,1
7.40,1
10.17,1
33.28,1
31.43,1
-16.64,1
4.62,1
4.62,1
-12.02,1
24.96,1
-0.92,1
-1.85,1
7.40,1
-4.62,1
-6.47,1
8.32,1
6.47,1
0.92,1
-13.87,1
8.32,1
-48.99,1
-2.77,1
20.34,1
-2.77,1
20.34,1
-19.41,1
7.40,1
-0.00,1
3.70,1
7.40,1
-3.70,1
-29.58,1
-8.32,1
0.92,1
6.47,1
-9.24,1
18.49,1
-5.55,1
-0.92,1
-25.88,1
-15.72,1
-3.70,1
5.55,1
6.47,1
1.85,1
11.09,1
-3.70,1
7.40,1
7.40,1
10.17,1
-12.02,1
-0.92,1
-16.64,1
7.40,1
9.24,1
1.85,1
24.96,1
-7.40,1
-14.79,1
1.85,1
9.24,1
3.70,1
-13.87,1
-11.09,1
-7.40,1
-18.49,1
-0.00,1
-4.62,1
16.64,1
-0.92,1
7.40,1
-17.56,1
0.92,1
-13.87,1
-23.11,1
-25.88,1
18.49,1
-7.40,1
-17.56,1
-7.40,1
31.43,1
3.70,1
-25.88,1
-20.34,1
9.24,1
11.09,1
-13.87,1
8.32,1
-15.72,1
-11.09,1
-7.40,1
4.62,1
0.92,1
-26.81,1
-14.79,1
13.87,1
7.40,1
15.72,1
-4.62,1
-0.00,1
39.75,1
13.87,1
-6.47,1
-7.40,1
21.26,1
3.70,1
-2.77,1
-5.55,1
13.87,1
-16.64,1
-15.72,1
1.85,1
0.92,1
-2.77,1
3.70,1
9.24,1
-23.11,1
-19.41,1
-9.24,1
-4.62,1
8.32,1
-6.47,1
-11.09,1
19.41,1
-17.56,1
1.85,1
4.62,1
-5.55,1
-1.85,1
-18.49,1
12.02,1
-8.32,1
4.62,1
-12.94,1
7.40,1
18.49,1
-25.88,1
32.35,1
-9.24,1
-11.09,1
-23.11,1
-21.26,1
-19.41,1
22.19,1
5.55,1
5.55,1
-18.49,1
5.55,1
-4.62,1
25.88,1
15.72,1
-14.79,1
2.77,1
-1.85,1
18.49,1
-11.09,1
0.00,1
5.55,1
-0.00,1
0.92,1
-10.17,1
-14.79,1
7.40,1
-4.62,1
24.96,1
13.87,1
-12.94,1
13.87,1
-5.55,1
24.96,1
-5.55,1
-1.85,1
9.24,1
12.02,1
8.32,1
-15.72,1
-18.49,1
-12.02,1
-30.51,1
11.09,1
-5.55,1
0.92,1
-11.09,1
-17.56,1
-24.96,1
9.24,1
12.94,1
10.17,1
-9.24,1
-43.45,1
13.87,1
-12.94,1
14.79,1
-9.24,1
-13.87,1
23.11,1
-13.87,1
10.17,1
21.26,1
-11.09,1
11.09,1
-4.62,1
0.00,1
-5.55,1
1.85,1
-15.72,1
9.24,1
5.55,1
11.09,1
-7.40,1
2.77,1
12.94,1
1.85,1
4.62,1
-0.92,1
-1.85,1
3.70,1
0.92,1
5.55,1
11.09,1
27.73,1
1.85,1
13.87,1
-23.11,1
-11.09,1
-21.26,1
24.04,1
1.85,1
2.77,1
-0.00,1
-11.09,1
-0.00,1
-7.40,1
9.24,1
-3.70,1
-29.58,1
7.40,1
31.43,1
-24.96,1
-16.64,1
5.55,1
-23.11,1
6.47,1
-19.41,1
-3.70,1
-3.70,1
11.09,1
14.79,1
4.62,1
15.72,1
10.17,1
8.32,1
-34.20,1
9.24,1
-26.81,1
-12.02,1
-1.85,1
25.88,1
9.24,1
-17.56,1
17.56,1
-8.32,1
-3.70,1
-11.09,1
-0.00,1
-5.55,1
4.62,1
5.55,1
10.17,1
-0.92,1
33.28,1
-6.47,1
-4.62,1
9.24,1
10.17,1
-1.85,1
-8.32,1
14.79,1
-17.56,1
-12.02,1
-5.55,1
4.62,1
5.55,1
-5.55,1
-35.13,1
0.92,1
-11.09,1
-5.55,1
6.47,1
-11.09,1
0.92,1
-8.32,1
11.09,1
-0.92,1
18.49,1
-7.40,1
-16.64,1
-6.47,1
-9.24,1
-12.02,1
-21.26,1
9.24,1
3.70,1
17.56,1
9.24,1
19.41,1
-16.64,1
-2.77,1
-10.17,1
-2.77,1
16.64,1
-30.51,1
4.62,1
0.92,1
-4.62,1
8.32,1
-0.00,1
-8.32,1
18.49,1
-15.72,1
-14.79,1
5.55,1
-12.02,1
16.64,1
-5.55,1
7.40,1
-2.77,1
-18.49,1
-6.47,1
-3.70,1
1.85,1
8.32,1
0.92,1
11.09,1
9.24,1
-15.72,1
4.62,1
-15.72,1
-11.09,1
-7.40,1
7.40,1
0.92,1
13.87,1
-1.85,1
-14.79,1
6.47,1
-5.55,1
10.17,1
-11.09,1
-12.02,1
-28.66,1
-0.00,1
0.92,1
5.55,1
-8.32,1
12.02,1
-6.47,1
10.17,1
0.00,1
-8.32,1
7.40,1
-4.62,1
10.17,1
-19.41,1
-11.09,1
9.24,1
-13.87,1
-12.94,1
12.02,1
-8.32,1
-36.05,1
-8.32,1
4.62,1
4.62,1
3.70,1
2.77,1
-8.32,1
18.49,1
6.47,1
10.17,1
-0.92,1
10.17,1
-7.40,1
-0.92,1
14.79,1
20.34,1
-25.88,1
10.17,1
-10.17,1
2.77,1
12.94,1
-30.51,1
8.32,1
-15.72,1
-3.70,1
-26.81,1
-0.00,1
-18.49,1
11.09,1
9.24,1
-34.20,1
12.02,1
-10.17,1
-2.77,1
30.51,1
-35.13,1
-13.87,1
18.49,1
-11.09,1
-6.47,1
-0.00,1
18.49,1
27.73,1
14.79,1
34.20,1
6.47,1
20.34,1
22.19,1
10.17,1
15.72,1
7.40,1
-4.62,1
-35.13,1
-5.55,1
-13.87,1
3.70,1
25.88,1
5.55,1
1.85,1
4.62,1
4.62,1
10.17,1
-15.72,1
-1.85,1
-17.56,1
-33.28,1
27.73,1
11.09,1
-7.40,1
-7.40,1
-5.55,1
12.02,1
-10.17,1
-4.62,1
-0.00,1
-14.79,1
1.85,1
7.40,1
-25.88,1
13.87,1
-7.40,1
-15.72,1
-16.64,1
1.85,1
-14.79,1
-24.04,1
-12.94,1
1.85,1
-14.79,1
-13.87,1
-12.02,1
10.17,1
-6.47,1
4.62,1
-19.41,1
23.11,1
8.32,1
-10.17,1
1.85,1
6.47,1
-9.24,1
-9.24,1
0.92,1
9.24,1
9.24,1
19.41,1
15.72,1
3.70,1
24.04,1
16.64,1
-10.17,1
-4.62,1
9.24,1
-19.41,1
12.02,1
12.02,1
-0.00,1
-12.94,1
0.00,1
-7.40,1
-6.47,1
22.19,1
-18.49,1
24.96,1
-5.55,1
-3.70,1
-1.85,1
1.85,1
-9.24,1
12.02,1
-1.85,1
-5.55,1
-2.77,1
-10.17,1
15.72,1
-10.17,1
15.72,1
3.70,1
-5.55,1
3.70,1
-1.85,1
12.94,1
17.56,1
23.11,1
-11.09,1
0.92,1
21.26,1
5.55,1
2.77,1
-5.55,1
16.64,1
4.62,1
5.55,1
6.47,1
5.55,1
-20.34,1
18.49,1
14.79,1
3.70,1
18.49,1
-27.73,1
-13.87,1
-8.32,1
9.24,1
10.17,1
-3.70,1
-17.56,1
-0.00,1
-0.92,1
6.47,1
6.47,1
-11.09,1
11.09,1
-1.85,1
38.83,1
11.09,1
-11.09,1
19.41,1
-1.85,1
1.85,1
0.92,1
-1.85,1
3.70,1
-7.40,1
-12.02,1
26.81,1
9.24,1
19.41,1
-0.92,1
-0.92,1
-24.04,1
-11.09,1
-8.32,1
-17.56,1
13.87,1
4.62,1
-26.81,1
6.47,1
0.92,1
5.55,1
-7.40,1
-7.40,1
-9.24,1
-5.55,1
15.72,1
-3.70,1
15.72,1
-0.92,1
1.85,1
-5.55,1
-9.24,1
-20.34,1
33.28,1
22.19,1
4.62,1
-9.24,1
-7.40,1
20.34,1
10.17,1
-7.40,1
-10.17,1
-0.00,1
30.51,1
-10.17,1
-13.87,1
12.94,1
4.62,1
2.77,1
14.79,1
-1.85,1
0.92,1
13.87,1
6.47,1
12.94,1
29.58,1
-24.96,1
17.56,1
9.24,1
-7.40,1
18.49,1
20.34,1
-29.58,1
-11.09,1
-4.62,1
24.04,1
-4.62,1
-16.64,1
-13.87,1
-31.43,1
-30.51,1
12.94,1
-11.09,1
13.87,1
-15.72,1
-12.94,1
-11.09,1
5.55,1
-12.02,1
12.02,1
-12.02,1
0.00,1
12.94,1
6.47,1
-25.88,1
-11.09,1
-0.92,1
1.85,1
0.00,1
-12.94,1
-12.02,1
4.62,1
-11.09,1
-11.09,1
-7.40,1
-21.26,1
26.81,1
0.92,1
13.87,1
1.85,1
-19.41,1
-13.87,1
10.17,1
4.62,1
12.94,1
1.85,1
23.11,1
-14.79,1
-21.26,1
7.40,1
-16.64,1
12.02,1
14.79,1
7.40,1
19.41,1
-0.92,1
-28.66,1
-3.70,1
17.56,1
-11.09,1
-7.40,1
-15.72,1
-16.64,1
-24.04,1
-14.79,1
-15.72,1
7.40,1
3.70,1
8.32,1
6.47,1
-14.79,1
2.77,1
-6.47,1
-4.62,1
-6.47,1
-4.62,1
13.87,1
0.00,1
5.55,1
-15.72,1
-20.34,1
23.11,1
-4.62,1
-26.81,1
-9.24,1
-25.88,1
-0.92,1
27.73,1
9.24,1
-16.64,1
-24.96,1
15.72,1
13.87,1
0.92,1
-2.77,1
13.87,1
12.02,1
4.62,1
5.55,1
-11.09,1
12.02,1
0.92,1
3.70,1
-6.47,1
5.55,1
31.43,1
-4.62,1
0.00,1
12.94,1
-24.96,1
-17.56,1
0.92,1
-1.85,1
14.79,1
11.09,1
10.17,1
14.79,1
-23.11,1
8.32,1
7.40,1
4.62,1
-6.47,1
-17.56,1
8.32,1
-1.85,1
4.62,1
3.70,1
12.94,1
-23.11,1
0.92,1
-0.92,1
-4.62,1
-12.94,1
1.85,1
17.56,1
-12.94,1
13.87,1
-11.09,1
31.43,1
-2.77,1
-12.02,1
-16.64,1
-4.62,1
21.26,1
-11.09,1
-7.40,1
-1.85,1
9.24,1
-0.92,1
0.00,1
-30.51,1
22.19,1
-8.32,1
9.24,1
-14.79,1
-15.72,1
29.58,1
10.17,1
-0.00,1
-13.87,1
21.26,1
3.70,1
-4.62,1
-7.40,1
4.62,1
-12.94,1
31.43,1
0.92,1
7.40,1
-20.34,1
3.70,1
-8.32,1
5.55,1
-28.66,1
-3.70,1
10.17,1
1.85,1
5.55,1
17.56,1
3.70,1
-0.92,1
10.17,1
7.40,1
20.34,1
11.09,1
-6.47,1
-0.00,1
1.85,1
-14.79,1
-3.70,1
-4.62,1
-20.34,1
0.00,1
-4.62,1
8.32,1
10.17,1
-26.81,1
-20.34,1
13.87,1
-12.94,1
-2.77,1
-27.73,1
18.49,1
-25.88,1
-30.51,1
12.02,1
-4.62,1
17.56,1
-10.17,1
4.62,1
-15.72,1
-10.17,1
22.19,1
-10.17,1
4.62,1
-2.77,1
-9.24,1
-4.62,1
16.64,1
-6.47,1
12.02,1
29.58,1
13.87,1
31.43,1
-34.20,1
-12.94,1
-2.77,1
26.81,1
-17.56,1
17.56,1
7.40,1
-2.77,1
-14.79,1
-1.85,1
1.85,1
-0.92,1
-2.77,1
-0.92,1
-10.17,1
-23.11,1
-30.51,1
20.34,1
17.56,1
8.32,1
4.62,1
-3.70,1
9.24,1
-10.17,1
11.09,1
-5.55,1
-19.41,1
5.55,1
-12.94,1
10.17,1
-27.73,1
-2.77,1
-21.26,1
-43.45,1
11.09,1
4.62,1
-5.55,1
-11.09,1
2.77,1
-20.34,1
-7.40,1
-13.87,1
0.92,1
12.02,1
-11.09,1
-11.09,1
-1.85,1
-1.85,1
12.02,1
20.34,1
0.92,1
-12.94,1
11.09,1
1.85,1
-10.17,1
-12.94,1
-13.87,1
0.00,1
17.56,1
-15.72,1
-12.02,1
4.62,1
-10.17,1
-1.85,1
11.09,1
-9.24,1
-4.62,1
-20.34,1
-10.17,1
0.92,1
-3.70,1
14.79,1
-10.17,1
9.24,1
-26.81,1
37.90,1
3.70,1
-7.40,1
19.41,1
22.19,1
-10.17,1
0.92,1
1.85,1
14.79,1
-1.85,1
11.09,1
4.62,1
12.94,1
-4.62,1
-2.77,1
0.00,1
-4.62,1
-2.77,1
8.32,1
5.55,1
-3.70,1
1.85,1
13.87,1
28.66,1
-22.19,1
0.00,1
12.02,1
4.62,1
3.70,1
26.81,1
-26.81,1
12.94,1
-5.55,1
8.32,1
-13.87,1
-12.94,1
-11.09,1
17.56,1
-8.32,1
15.72,1
30.51,1
4.62,1
-12.94,1
9.24,1
6.47,1
-26.81,1
18.49,1
3.70,1
3.70,1
2.77,1
-7.40,1
6.47,1
0.92,1
12.02,1
2.77,1
1.85,1
16.64,1
-2.77,1
-19.41,1
0.00,1
-3.70,1
-19.41,1
-17.56,1
-17.56,1
7.40,1
20.34,1
11.09,1
-11.09,1
2.77,1
1.85,1
-5.55,1
-37.90,1
-3.70,1
11.09,1
5.55,1
3.70,1
-19.41,1
3.70,1
-9.24,1
-21.26,1
-8.32,1
-26.81,1
-25.88,1
4.62,1
16.64,1
23.11,1
0.00,1
15.72,1
-9.24,1
-3.70,1
-4.62,1
-4.62,1
-26.81,1
3.70,1
-5.55,1
-33.28,1
6.47,1
21.26,1
-11.09,1
5.55,1
24.04,1
2.77,1
-24.96,1
8.32,1
1.85,1
9.24,1
-8.32,1
18.49,1
-3.70,1
-25.88,1
-6.47,1
-5.55,1
-12.94,1
0.92,1
24.04,1
-3.70,1
5.55,1
40.67,1
-24.96,1
15.72,1
35.13,1
-24.96,1
1.85,1
-0.00,1
-8.32,1
5.55,1
-15.72,1
7.40,1
24.96,1
-8.32,1
-7.40,1
-2.77,1
-1.85,1
12.02,1
7.40,1
10.17,1
-3.70,1
-8.32,1
3.70,1
-23.11,1
-9.24,1
-8.32,1
4.62,1
10.17,1
-0.92,1
14.79,1
-17.56,1
-11.09,1
23.11,1
-0.92,1
20.34,1
-6.47,1
5.55,1
21.26,1
-18.49,1
0.92,1
-0.00,1
7.40,1
-12.02,1
5.55,1
15.72,1
22.19,1
12.94,1
7.40,1
3.70,1
4.62,1
-11.09,1
-1.85,1
12.02,1
-13.87,1
-15.72,1
-0.92,1
21.26,1
-12.02,1
-11.09,1
34.20,1
-26.81,1
11.09,1
-1.85,1
-21.26,1
41.60,1
16.64,1
6.47,1
7.40,1
-0.92,1
14.79,1
12.02,1
-0.92,1
2.77,1
-0.00,1
12.02,1
9.24,1
0.00,1
2.77,1
12.94,1
6.47,1
19.41,1
-28.66,1
-15.72,1
3.70,1
-12.02,1
-10.17,1
-16.64,1
-22.19,1
-0.92,1
-14.79,1
-0.92,1
5.55,1
-11.09,1
-4.62,1
12.94,1
-10.17,1
-19.41,1
17.56,1
-3.70,1
-3.70,1
1.85,1
-4.62,1
5.55,1
-12.02,1
10.17,1
-12.94,1
-9.24,1
-14.79,1
-9.24,1
2.77,1
-14.79,1
-32.35,1
3.70,1
-41.60,1
3.70,1
8.32,1
-33.28,1
-14.79,1
8.32,1
13.87,1
-1.85,1
16.64,1
3.70,1
-16.64,1
7.40,1
-12.02,1
2.77,1
-12.02,1
3.70,1
13.87,1
23.11,1
-8.32,1
-6.47,1
7.40,1
12.94,1
16.64,1
-23.11,1
-22.19,1
33.28,1
21.26,1
7.40,1
-2.77,1
17.56,1
-2.77,1
10.17,1
12.94,1
10.17,1
-3.70,1
-1.85,1
5.55,1
12.94,1
-6.47,1
3.70,1
-8.32,1
3.70,1
3.70,1
-19.41,1
23.11,1
-4.62,1
-1.85,1
15.72,1
14.79,1
-31.43,1
-15.72,1
0.92,1
14.79,1
-22.19,1
-18.49,1
-2.77,1
-8.32,1
4.62,1
10.17,1
-9.24,1
23.11,1
-12.02,1
4.62,1
8.32,1
1.85,1
2.77,1
13.87,1
0.92,1
9.24,1
-13.87,1
-12.94,1
12.94,1
6.47,1
-4.62,1
-0.92,1
10.17,1
14.79,1
10.17,1
22.19,1
-10.17,1
-1.85,1
13.87,1
-7.40,1
-21.26,1
14.79,1
-23.11,1
-14.79,1
-18.49,1
-23.11,1
25.88,1
11.09,1
0.00,1
24.04,1
-17.56,1
-9.24,1
-20.34,1
-17.56,1
-9.24,1
-23.11,1
8.32,1
-14.79,1
-18.49,1
9.24,1
-24.04,1
-8.32,1
4.62,1
-18.49,1
-13.87,1
8.32,1
0.92,1
-9.24,1
18.49,1
0.00,1
-14.79,1
6.47,1
-14.79,1
-15.72,1
8.32,1
12.02,1
15.72,1
-13.87,1
8.32,1
8.32,1
-12.94,1
3.70,1
9.24,1
-7.40,1
2.77,1
-13.87,1
-12.94,1
12.02,1
4.62,1
-14.79,1
9.24,1
5.55,1
-29.58,1
-3.70,1
2.77,1
-9.24,1
